customer_id,loan_type,loan_amount,emi,default_flag,credit_score,LoanType,LoanStatus,InterestRate,TenureYears
17527,Auto,827973.02,5857.28,0,695,Personal Loan,Closed,10.73,14
23483,Auto,960231.07,11484.48,0,323,Home Loan,Closed,11.41,20
3623,Education,828377.48,7225.64,1,355,Home Loan,Closed,11.44,16
7475,Education,974491.61,15208.19,1,550,Home Loan,Active,8.35,12
22371,Education,860790.4,22485.13,0,836,Personal Loan,Closed,7.44,13
18388,Home,736705.97,2093.05,1,415,Education Loan,Active,9.5,13
22553,Home,171485.06,6107.15,1,427,Home Loan,Closed,8.58,9
5168,Personal,847787.28,24991.18,1,348,Auto Loan,Active,9.22,2
21108,Personal,207133.76,20677.93,1,599,Auto Loan,Active,13.35,4
991,Home,904269.93,10721.63,0,391,Personal Loan,Closed,7.77,11
1601,Personal,904659.68,17051.42,1,335,Auto Loan,Active,7.84,3
24459,Auto,57042.33,13557.67,1,800,Auto Loan,Active,10.63,1
9860,Personal,372278.59,3563.15,0,533,Business Loan,Closed,10.41,5
13831,Education,574428.71,17065.07,0,720,Personal Loan,Closed,13.88,11
18977,Home,120325.4,5697.19,1,312,Education Loan,Active,7.58,15
7088,Education,362550.65,14154.41,1,818,Business Loan,Closed,13.86,7
5333,Education,131002.21,3370.66,1,392,Business Loan,Active,13.42,4
3224,Auto,958624.83,6035.1,1,479,Auto Loan,Active,8.95,2
19009,Auto,71869.18,10188.27,0,804,Education Loan,Active,7.68,2
7104,Auto,558859.68,11370.22,1,650,Business Loan,Closed,14.44,19
16574,Education,721560.2,2317.68,0,588,Auto Loan,Active,7.34,11
22995,Auto,556090.96,2864.66,1,386,Home Loan,Closed,13.56,20
15948,Education,114503.79,10903.68,1,804,Business Loan,Closed,7.86,9
7148,Auto,166221.23,1940.71,0,520,Personal Loan,Active,7.46,7
22125,Home,669735.34,8634.55,1,827,Business Loan,Active,7.27,20
19712,Personal,632957.88,3441.45,0,533,Business Loan,Closed,9.81,18
7531,Home,304444.45,4035.82,0,459,Education Loan,Active,11.09,14
13717,Personal,858779.29,21233.9,0,618,Business Loan,Closed,11.07,2
10988,Education,555520.93,21223.34,0,520,Personal Loan,Closed,12.71,12
13301,Personal,814965.2,14541.82,0,756,Home Loan,Closed,9.3,20
3575,Personal,894836.99,10500.8,1,386,Auto Loan,Closed,14.41,4
11399,Personal,206407.05,1083.66,0,831,Education Loan,Active,12.51,20
18677,Personal,759644.43,5790.71,1,838,Business Loan,Active,8.07,12
11888,Auto,917114.56,17913.45,0,721,Personal Loan,Active,12.95,14
23684,Personal,828312.46,12325.31,1,645,Home Loan,Active,12.15,7
813,Auto,440915.25,22769.81,0,726,Home Loan,Closed,13.99,14
15234,Education,366585.93,10620.54,1,664,Home Loan,Active,7.04,15
10808,Education,55905.9,9013.12,0,302,Business Loan,Active,9.93,1
13078,Auto,371971.66,21191.37,0,585,Personal Loan,Closed,10.21,5
15315,Personal,967597.48,5810.89,1,840,Home Loan,Active,7.71,18
1896,Education,221639.13,8846.49,1,713,Auto Loan,Active,7.6,8
11322,Auto,666061.79,4471.8,1,397,Personal Loan,Active,14.73,10
512,Auto,144975.41,13972.22,0,826,Auto Loan,Active,14.48,7
6281,Education,215003.72,23912.63,1,775,Auto Loan,Active,8.98,20
1254,Home,84190.78,2610.3,0,336,Home Loan,Closed,14.44,5
15134,Auto,862773.43,22790.94,1,478,Education Loan,Active,7.06,8
12007,Home,935627.38,18636.93,1,572,Education Loan,Closed,8.4,10
3081,Auto,430427.35,10833.77,1,401,Home Loan,Active,9.75,10
23010,Home,821884.41,1453.96,0,687,Business Loan,Closed,12.08,9
17524,Personal,959450.73,23617.22,1,393,Education Loan,Closed,10.73,16
16500,Personal,94551.17,20595.24,0,599,Personal Loan,Closed,8.7,14
11396,Education,454539.32,6527.49,0,849,Personal Loan,Active,14.8,10
10115,Education,74890.35,16435.47,0,695,Auto Loan,Active,11.91,10
12467,Home,67021.91,9059.48,0,307,Home Loan,Closed,8.74,1
11865,Auto,793280.51,19478.98,1,592,Education Loan,Closed,7.4,2
22971,Home,324962.81,11207.64,0,441,Education Loan,Closed,12.7,11
6429,Auto,882108.84,20151.14,1,617,Education Loan,Closed,12.34,16
21941,Personal,637806.3,15108.2,1,652,Business Loan,Active,10.41,17
18771,Personal,430398.51,19622.06,1,840,Auto Loan,Closed,13.45,4
982,Auto,158762.67,11487.38,0,835,Personal Loan,Active,12,10
5392,Personal,141917.77,22194.82,0,353,Personal Loan,Active,14.73,14
8406,Home,495769.45,9498.3,0,396,Auto Loan,Closed,8.19,16
2811,Education,836791.22,22681.27,1,369,Home Loan,Closed,14.88,12
20812,Auto,102331.07,3516.23,1,614,Auto Loan,Closed,14.81,18
2491,Education,957748.58,11983.89,1,618,Auto Loan,Closed,9.06,15
850,Auto,522272.91,19598.25,0,459,Auto Loan,Active,10.37,14
18880,Auto,472872.11,11913.97,0,396,Business Loan,Closed,13.89,15
22478,Auto,662538.65,4536.83,1,610,Personal Loan,Closed,12.69,8
16702,Auto,465578.28,6258.87,1,814,Business Loan,Closed,8.75,15
6783,Home,949218.86,17787.12,1,675,Home Loan,Closed,14.07,9
16283,Education,623700.99,4206.55,0,842,Home Loan,Closed,13.42,7
24093,Auto,462056.24,19503.44,0,830,Home Loan,Active,8.4,9
18981,Home,760955.31,18374.33,1,479,Personal Loan,Active,13.11,6
1538,Home,879183.45,9968.06,0,323,Education Loan,Closed,11.14,9
13823,Education,750329.8,24766.84,1,372,Home Loan,Active,12.91,8
17040,Education,611815.53,2835.65,0,683,Home Loan,Active,11.97,16
7506,Education,568421.42,17221.99,1,422,Home Loan,Active,8.58,11
16177,Auto,873646.98,16467.56,0,773,Business Loan,Active,14.37,6
11400,Personal,360817.49,13303.4,1,555,Home Loan,Closed,12.85,1
14438,Home,72877.38,20672.54,1,310,Business Loan,Closed,13.48,9
9710,Education,968739.88,24505.48,1,621,Home Loan,Active,11.61,15
15602,Home,274775.96,14020.31,1,588,Home Loan,Closed,7.99,7
6298,Education,138063.67,9825.52,0,503,Education Loan,Closed,13.23,16
23061,Education,597971.7,12118.18,1,764,Business Loan,Active,7.24,17
16804,Home,370813.41,11882.66,0,654,Home Loan,Active,8.24,16
24948,Home,783074.34,10116.93,0,633,Education Loan,Active,12.26,7
7629,Personal,944575.94,2199.92,0,464,Personal Loan,Closed,11.24,1
8156,Education,312787.05,4838.59,0,315,Education Loan,Closed,8.74,12
16629,Home,869953.55,12421.21,1,780,Business Loan,Closed,14.45,8
3138,Auto,363496.37,12414.08,1,768,Personal Loan,Closed,11.08,4
8850,Home,294185.79,13667.17,0,837,Home Loan,Closed,9.18,12
22640,Auto,343370.88,4427.34,0,756,Personal Loan,Active,11.66,18
1615,Education,104994.89,17073.74,0,494,Home Loan,Closed,10.83,6
13321,Education,374339.21,18758.79,1,373,Education Loan,Closed,7.39,2
1476,Auto,166709.28,23765.77,0,634,Home Loan,Closed,9.49,9
16723,Personal,874117.83,1996.04,1,668,Home Loan,Active,7.81,3
10158,Personal,311097.2,15915.7,0,715,Personal Loan,Active,14.58,20
16174,Home,856033.55,23890.4,0,642,Auto Loan,Closed,10.38,11
9272,Education,179737.25,16852.41,0,604,Personal Loan,Active,12.08,17
24694,Auto,729952.58,6199.81,1,825,Personal Loan,Closed,9.58,12
1023,Auto,259613.64,13481.89,1,604,Education Loan,Active,8.14,12
16847,Auto,677664.34,5718.64,1,451,Home Loan,Active,9.89,6
9673,Personal,173037.74,15434.72,0,750,Business Loan,Active,11.16,5
12851,Personal,564770.47,23572.83,1,636,Home Loan,Closed,13.25,16
11166,Personal,696720.84,22777.38,0,566,Business Loan,Closed,10.8,9
6103,Auto,891450.62,5057.49,1,736,Home Loan,Closed,14.49,5
22315,Home,795019.03,1695.21,1,465,Auto Loan,Closed,9.19,14
7607,Personal,574600.17,3279.19,1,605,Education Loan,Closed,14.13,20
3039,Home,774110.61,8265.39,0,727,Personal Loan,Closed,7.57,18
2039,Auto,230258.65,24245.02,0,828,Personal Loan,Active,11.21,18
16906,Personal,319261.74,22426.62,1,311,Personal Loan,Active,11.06,18
19115,Auto,835798.51,1708.15,1,498,Auto Loan,Active,10.91,2
19676,Personal,463228.19,12467.22,1,524,Auto Loan,Closed,11.24,15
17498,Home,444482.96,10837.27,0,597,Business Loan,Closed,10.13,14
16444,Education,301270.28,14295.8,1,817,Auto Loan,Closed,7.52,12
10945,Education,413969.5,8345.47,1,660,Auto Loan,Active,12.59,15
10392,Personal,224504.54,19812.09,1,654,Education Loan,Active,13.39,18
9189,Education,535451.58,10344.2,1,510,Auto Loan,Closed,11.9,18
18482,Personal,980935.7,21967.94,0,751,Personal Loan,Closed,9.93,6
8601,Education,680911.82,5047.89,0,733,Home Loan,Closed,12.53,6
2451,Auto,592885.54,13951.58,1,706,Education Loan,Active,7.95,10
21285,Personal,430359.76,18613.83,1,804,Auto Loan,Closed,12.22,18
7664,Personal,832802.31,14820.27,0,699,Auto Loan,Closed,9.58,9
12357,Personal,390271.93,6453.22,0,443,Education Loan,Closed,11.92,20
7487,Auto,769098.04,17147.74,1,700,Education Loan,Active,10.56,4
9928,Education,64205.87,2699.87,0,818,Auto Loan,Closed,14.5,13
24782,Home,859257.51,7102.84,1,344,Business Loan,Active,9.06,19
19486,Home,864582.91,8752.11,1,326,Business Loan,Active,10.75,6
783,Personal,438108.27,4473.73,1,834,Home Loan,Closed,9.32,11
12543,Auto,692060.4,8638.06,1,656,Personal Loan,Active,7.08,4
14441,Auto,321539.74,22959.74,1,586,Education Loan,Active,11.44,14
24363,Education,973076.11,11452.46,1,776,Personal Loan,Closed,10.95,9
7075,Auto,570727.45,21512.88,0,416,Personal Loan,Closed,10.17,12
17313,Personal,466663.44,18347.79,1,700,Home Loan,Closed,7.9,18
23468,Auto,195179.45,23373,0,725,Business Loan,Closed,7.41,7
2832,Auto,512056.17,9996.26,0,541,Home Loan,Active,10.43,2
19109,Auto,473401.38,13928.82,0,569,Personal Loan,Closed,9.79,20
3316,Home,902214.71,6999.88,0,581,Business Loan,Active,12.28,5
15095,Personal,171404.04,16978.08,0,360,Auto Loan,Active,10.97,15
24077,Auto,757894.48,9387.65,0,375,Business Loan,Closed,14.06,12
16299,Home,139295.78,20538.66,0,347,Business Loan,Closed,12.7,8
13316,Personal,886973.96,5398.06,0,398,Business Loan,Closed,7.48,10
1012,Education,595056.86,21050.53,0,337,Business Loan,Active,10.97,20
8740,Auto,928186.74,17846.54,0,614,Education Loan,Active,12.56,10
11557,Education,952882.68,5734.92,1,423,Education Loan,Active,12.65,19
16029,Auto,400642.95,14787.38,1,678,Education Loan,Active,13.07,5
17694,Personal,754145.91,20339.19,0,475,Education Loan,Closed,14.82,9
15323,Home,951841.12,7363.02,0,483,Business Loan,Active,11.3,9
22353,Auto,342780.91,10636.37,0,537,Business Loan,Active,13.55,16
15619,Home,354973.64,2669.12,1,392,Auto Loan,Closed,12.84,3
18462,Home,880809.36,11138.17,1,368,Education Loan,Active,8.18,8
18004,Home,362981.76,10897.31,1,772,Business Loan,Active,7.15,13
11410,Home,446312.07,9458.22,1,825,Home Loan,Closed,9.42,10
12238,Auto,872977.76,5519.04,0,519,Personal Loan,Active,10.62,12
10171,Personal,62937.23,5057.73,1,680,Home Loan,Active,12.42,2
22960,Education,231197.51,18881.81,1,712,Business Loan,Closed,11.3,16
17176,Home,734772.23,9951.43,1,308,Personal Loan,Closed,11.87,16
11438,Education,653134.22,4929.99,0,546,Education Loan,Closed,13.91,11
17233,Personal,400325.31,9548.41,0,712,Personal Loan,Closed,7.92,16
9382,Personal,244608.71,11806.69,0,742,Personal Loan,Active,7.24,3
14256,Personal,669756.66,11977.38,1,526,Personal Loan,Closed,7.22,10
14694,Education,364981.47,23933.72,0,815,Business Loan,Active,13.44,13
24818,Education,890448.06,18075.9,1,523,Personal Loan,Active,11.71,9
6875,Auto,507379.99,8891.76,0,567,Personal Loan,Closed,7.62,13
1760,Education,421973.89,21920.65,0,693,Auto Loan,Active,11.71,1
21277,Home,929355.41,21516.13,0,804,Business Loan,Closed,8.49,6
10957,Auto,845020.87,19570.68,0,341,Education Loan,Active,11.31,4
14941,Home,346370.32,7579.66,0,504,Auto Loan,Active,12.33,20
10690,Personal,665755.89,24304.14,1,574,Personal Loan,Active,14.01,9
21118,Auto,957084.17,15289.27,0,718,Auto Loan,Active,7.93,15
5728,Personal,123790.11,19857.15,1,370,Auto Loan,Closed,13.42,9
3312,Home,739604.6,12942.11,0,499,Education Loan,Closed,11.37,17
6910,Auto,627144.04,19412.16,1,388,Auto Loan,Active,11.98,9
3891,Education,561033.15,7859.09,0,738,Personal Loan,Closed,7.13,10
17072,Education,975087.13,20147.37,0,605,Personal Loan,Closed,11.36,10
19419,Auto,460137.68,11805.59,0,788,Personal Loan,Closed,9.68,18
20419,Auto,318204.38,23570.54,1,698,Business Loan,Active,12.39,8
12493,Education,739527.82,12248.17,1,558,Auto Loan,Active,9.75,13
14420,Education,953499.69,3041.46,0,601,Business Loan,Active,11.17,13
5178,Home,604514.59,19841.28,1,491,Home Loan,Active,9.18,8
24274,Personal,896697.79,16754.66,1,692,Education Loan,Closed,8.4,1
2871,Auto,570545.6,2121.71,1,796,Home Loan,Closed,11.82,1
1003,Education,578365.27,19108.07,0,747,Personal Loan,Closed,8.2,17
13928,Personal,570048.68,4884.17,1,667,Home Loan,Active,13.98,12
3408,Personal,794058.03,23294.54,0,527,Business Loan,Active,13.23,10
19206,Education,945646.27,13806.52,0,368,Auto Loan,Closed,9.36,19
3041,Home,98163.15,24565.04,1,376,Business Loan,Closed,12.99,18
22058,Home,991302.48,4095.1,1,573,Personal Loan,Active,12.96,3
17188,Home,983298.03,19932.28,1,473,Education Loan,Active,11.63,11
3987,Education,883862.43,3797.6,0,711,Business Loan,Active,8.2,9
18113,Home,307000.04,7020.65,0,453,Home Loan,Active,12.46,14
3035,Education,883025.57,8170.46,0,466,Education Loan,Active,13.51,5
11533,Personal,190345.45,2652.27,1,800,Home Loan,Closed,12.98,19
9395,Home,583220.82,17573.26,1,422,Home Loan,Closed,10.55,16
4071,Education,856716.96,14096.04,1,509,Education Loan,Closed,9.94,9
5940,Personal,952971.12,19192.75,1,659,Personal Loan,Closed,8.59,19
12844,Auto,610688.74,18130.08,1,506,Home Loan,Closed,11.25,4
2533,Auto,560178.26,14975.39,1,402,Auto Loan,Closed,7.49,16
1823,Personal,249817.72,19524.23,0,809,Education Loan,Closed,12.66,11
8604,Education,828336.15,20544.43,0,749,Business Loan,Active,11.42,15
19800,Personal,643922.09,2753.26,1,626,Education Loan,Closed,14.29,14
11545,Home,517673.4,7844.08,0,462,Education Loan,Closed,10.27,1
7399,Personal,577807.09,21861.29,1,353,Home Loan,Closed,7.41,11
4231,Education,843926.65,2017.38,1,518,Education Loan,Active,8.92,4
21433,Auto,584217.15,10240.77,1,518,Home Loan,Closed,7.84,3
10020,Personal,185090.85,5000.01,0,481,Education Loan,Closed,13.18,20
6447,Home,747055.84,9559.95,1,830,Business Loan,Closed,14.7,18
17374,Auto,338933,22425.91,0,412,Personal Loan,Closed,9.12,6
1030,Auto,184184.1,12245.57,0,611,Personal Loan,Closed,8.54,19
11232,Education,719922.77,18381.71,0,820,Business Loan,Active,10.78,16
1809,Education,62469.86,20710.35,1,791,Auto Loan,Closed,13.91,8
13096,Home,794933.47,19784.16,1,779,Education Loan,Closed,10.53,19
12444,Personal,742625.56,9624.45,0,578,Business Loan,Active,8.62,9
10195,Personal,738652.6,2678.6,0,805,Business Loan,Active,7.59,4
8814,Home,735790.71,18589.43,0,446,Personal Loan,Active,10.42,1
9122,Home,93098.22,11042.65,0,832,Personal Loan,Closed,8.27,5
19804,Personal,190033.36,4219.35,0,316,Home Loan,Active,12.61,18
5904,Personal,209782.7,15108.64,1,391,Personal Loan,Closed,9.37,16
16200,Auto,978167.81,22187.85,0,358,Auto Loan,Active,8.75,10
12489,Education,512754.86,12825.58,1,452,Education Loan,Active,10.3,6
18802,Home,634517.29,24895.85,0,816,Business Loan,Active,10.29,3
16171,Education,59160.18,3715.57,1,435,Education Loan,Active,9.84,9
2589,Home,533968.12,11733.12,1,525,Auto Loan,Closed,12.24,17
14894,Home,822440.84,8165.23,1,675,Auto Loan,Active,11.21,5
2260,Home,434126.26,17984.16,0,766,Education Loan,Closed,12.85,8
2943,Education,798928.52,14285.1,0,605,Home Loan,Closed,7.07,1
14983,Education,198785.25,18239.63,1,526,Education Loan,Closed,13.28,12
4080,Auto,316445.23,14075.62,0,426,Education Loan,Closed,11.05,18
24033,Education,579504.22,12581.27,1,374,Home Loan,Active,7.74,19
799,Auto,340852.22,11998.02,0,450,Education Loan,Active,8.65,17
742,Auto,302660.02,17003.66,0,304,Auto Loan,Active,13.32,4
11718,Home,418273.68,3275.56,1,450,Business Loan,Active,13.63,3
19211,Education,654518.54,5174.23,1,581,Education Loan,Active,8.62,20
5954,Home,541513.42,2077.63,0,583,Auto Loan,Active,7.04,8
3367,Personal,778083.92,8959,0,448,Education Loan,Active,12.09,4
14129,Home,832783.98,24008.76,1,768,Personal Loan,Closed,9.81,4
15896,Personal,435391.28,23715.74,0,504,Auto Loan,Active,13.18,9
10937,Education,803370.17,24384.43,0,339,Personal Loan,Active,14.66,8
22578,Personal,142392.02,7842.54,0,412,Personal Loan,Closed,7.45,12
10418,Education,123353.64,18912.39,0,803,Education Loan,Active,10.63,10
23882,Auto,269434.55,24536.1,1,824,Auto Loan,Closed,11.23,2
11359,Auto,148122.01,21001.52,0,549,Education Loan,Active,8.54,5
19446,Personal,322242.84,7446.92,0,589,Business Loan,Active,13.73,20
1291,Education,340172.25,4074.5,1,767,Personal Loan,Closed,11.21,18
4891,Home,420815.63,9407.06,0,690,Auto Loan,Active,14.14,17
6656,Education,921632.54,22813.3,0,754,Home Loan,Closed,13.34,7
14491,Auto,741728.4,15797.32,0,305,Education Loan,Closed,7.51,11
11787,Auto,755597.17,23284.42,1,625,Personal Loan,Closed,13.37,6
19413,Personal,910742.1,5294.25,1,585,Business Loan,Closed,13.17,13
9326,Education,856695.04,11603.97,1,631,Business Loan,Closed,10.87,13
691,Auto,370370.03,7902.61,0,602,Auto Loan,Active,12.56,9
21890,Personal,749009.22,1029.82,0,648,Personal Loan,Closed,14.83,2
15327,Home,420164.47,6158.06,1,373,Business Loan,Active,8.03,12
18010,Personal,257130.19,21789.63,0,700,Business Loan,Closed,14.18,8
11340,Personal,273813.74,17027.57,0,591,Education Loan,Closed,9.55,16
5484,Education,820774.31,2675.86,1,457,Personal Loan,Closed,9.82,18
9751,Home,654410.12,18436.38,1,519,Education Loan,Active,7.8,17
8029,Personal,329931.39,21672.39,1,590,Business Loan,Closed,12.34,14
2747,Education,820069.04,7907.93,1,391,Personal Loan,Closed,12.1,16
9098,Personal,251939.84,5643.98,0,783,Business Loan,Active,11.61,12
17245,Personal,206276.02,17725.68,0,633,Home Loan,Closed,13.25,3
16624,Personal,817414.89,11713.6,1,808,Personal Loan,Closed,12.81,4
18154,Home,981669.92,13570.42,1,476,Education Loan,Active,10.37,11
187,Personal,781377.02,23449.39,0,639,Auto Loan,Active,10.22,14
2842,Personal,909097.26,6766.14,0,678,Home Loan,Active,12.6,1
1517,Personal,667875.17,1130.41,1,354,Business Loan,Closed,12.82,2
1508,Education,79424.02,8410.13,0,431,Business Loan,Active,12.05,13
14635,Home,619086.66,12051.2,1,444,Auto Loan,Closed,13.9,13
12498,Personal,687788.25,2767.37,1,556,Personal Loan,Active,12.87,10
21738,Home,318215.51,24043.78,0,388,Business Loan,Closed,10.5,20
2064,Personal,201563.5,21147.9,1,692,Business Loan,Closed,9.16,20
19243,Education,668333.24,22522.17,1,387,Personal Loan,Active,13.19,16
24328,Home,605210.39,9232.08,1,796,Education Loan,Closed,13.65,18
21649,Education,671621.77,19984.76,1,326,Auto Loan,Closed,10.43,8
12484,Auto,316045.01,5092.34,1,515,Auto Loan,Closed,14.57,14
11622,Home,630468.43,8620.9,1,312,Home Loan,Active,8.2,19
352,Home,888008.52,22224.06,0,821,Auto Loan,Active,14.16,18
12915,Personal,51310.67,12901.57,0,419,Home Loan,Closed,12.21,2
18481,Auto,713979.1,10197.76,1,691,Home Loan,Active,8.69,3
24567,Education,456910.64,2538.03,0,801,Personal Loan,Closed,7.27,13
17224,Auto,426192.57,8766.59,1,349,Business Loan,Active,11.24,19
16558,Home,425481.54,8412.3,0,582,Auto Loan,Active,14.75,13
3361,Auto,351502.97,22550.91,1,754,Personal Loan,Active,8.14,14
396,Auto,503885.35,7050.29,1,780,Auto Loan,Closed,11.4,20
22922,Auto,196250.53,7256.75,0,328,Home Loan,Closed,8.11,9
12260,Education,751402.84,5429.4,0,448,Personal Loan,Closed,13.47,9
11448,Personal,438778.08,23814.38,1,754,Auto Loan,Active,9.51,7
16126,Education,339408.54,9914.88,1,445,Business Loan,Closed,10.32,18
7649,Home,182736.76,11790.28,1,446,Education Loan,Active,12.23,14
176,Education,515413.85,20751.08,0,338,Personal Loan,Closed,9.23,14
17059,Personal,564125.95,22708.92,1,761,Personal Loan,Closed,13.82,5
19481,Home,961440.45,11008.59,1,301,Personal Loan,Closed,7.46,16
2006,Education,816233.35,12572.47,1,484,Auto Loan,Active,11.05,16
14175,Personal,700507.01,3302.27,1,521,Auto Loan,Active,14.56,4
5036,Auto,72964.19,3718.55,1,610,Auto Loan,Active,13.96,16
16439,Personal,475501.96,5618.61,1,646,Auto Loan,Active,13.95,3
21732,Personal,983295.16,5568.36,0,525,Business Loan,Closed,10.22,7
19162,Auto,999611.69,12793.4,0,723,Business Loan,Closed,10.56,11
13419,Auto,931345.87,15165.88,0,632,Home Loan,Active,10.14,1
6213,Home,122155.01,1848.21,1,536,Business Loan,Closed,12.18,4
22954,Education,707885.85,6987.25,0,689,Personal Loan,Closed,7.24,16
23258,Home,553293.72,10173.68,0,485,Auto Loan,Closed,14.96,20
22071,Home,118565.59,20543.63,1,348,Business Loan,Closed,11.63,8
9966,Auto,236577.73,16513.32,0,518,Auto Loan,Active,7.39,5
2236,Auto,158961.19,13333.51,0,393,Education Loan,Active,12.1,3
24827,Education,823926.26,16929.02,0,496,Education Loan,Closed,8.23,16
7311,Auto,839262.43,6266.03,1,700,Home Loan,Closed,7.99,10
23292,Education,720012.62,20903.07,1,330,Personal Loan,Closed,13.55,12
23782,Personal,948476.77,22212.54,0,446,Business Loan,Closed,8.89,4
3214,Auto,76100.06,4016.83,0,470,Personal Loan,Active,8.68,3
12110,Education,798694.54,13288.63,1,455,Personal Loan,Active,8.8,2
1593,Home,647483.2,15811.23,1,556,Personal Loan,Active,8.22,2
3640,Home,243526.03,23801.13,0,638,Education Loan,Active,7.17,4
22593,Education,222382.51,19381.57,1,503,Education Loan,Active,14.77,15
6386,Personal,133070.58,18824.08,0,468,Personal Loan,Active,11.16,17
17873,Personal,655675.3,24810.74,1,776,Education Loan,Active,14.31,11
24585,Education,370064.74,14647.62,1,334,Auto Loan,Active,7.85,6
4656,Auto,502816.7,6222.68,1,427,Home Loan,Closed,11.17,19
13987,Home,207933.03,18706.83,0,687,Home Loan,Active,9.2,12
9477,Education,891675.01,13428.59,1,782,Personal Loan,Active,8.49,14
20030,Personal,640230.93,10830.55,1,413,Education Loan,Closed,12.99,18
12177,Home,725583.83,13603.86,1,836,Auto Loan,Active,14.3,19
21315,Education,295552.57,14584.64,0,737,Business Loan,Active,9.06,11
18003,Education,78146.81,7081.99,0,652,Education Loan,Active,10.05,13
5549,Home,712020.53,5032,1,349,Personal Loan,Active,8.23,17
21815,Education,892984.05,16448.22,1,565,Home Loan,Closed,13.04,11
8267,Auto,231427.07,13460.93,0,722,Personal Loan,Closed,7.92,4
4874,Personal,412556.64,12943.03,0,634,Personal Loan,Closed,12.41,17
14289,Education,735113.51,12361.03,1,566,Business Loan,Active,14.94,8
7030,Home,896973.54,4492.2,1,479,Auto Loan,Closed,11.97,12
17137,Auto,490600.21,14860.74,0,362,Education Loan,Closed,9.38,7
14642,Home,711563.14,7905.52,1,471,Personal Loan,Closed,7.19,20
5255,Personal,313051.48,18977.4,0,549,Personal Loan,Closed,12.72,1
16591,Education,914293.23,8633.03,1,625,Auto Loan,Active,14.82,11
9152,Education,467048.3,3721.03,1,731,Business Loan,Active,7.74,18
21838,Auto,673123.73,1924.87,1,388,Home Loan,Active,9.5,19
21095,Home,923177.69,6236.44,0,712,Business Loan,Active,11.38,12
24526,Home,290613.44,9495.46,0,473,Home Loan,Active,14.4,6
21055,Education,912453.11,17207.67,0,673,Education Loan,Active,12.29,16
10294,Personal,570961.23,21825.88,1,801,Education Loan,Closed,10.06,11
12875,Education,637101.9,6673.38,1,772,Business Loan,Closed,9.21,14
24104,Home,610302.75,24598.85,1,541,Auto Loan,Active,11.36,4
4222,Home,791505.71,8107.73,1,311,Education Loan,Active,10.81,20
1450,Personal,712987.59,17216.8,1,417,Auto Loan,Active,9.1,18
24564,Education,200790.91,6676.93,1,830,Auto Loan,Closed,8.19,12
12786,Personal,769394.25,14955.17,1,502,Home Loan,Active,13.73,13
6621,Auto,58321.03,22228.02,0,843,Education Loan,Closed,14.68,15
4298,Personal,568283.7,23843.56,0,383,Auto Loan,Closed,10.51,15
6064,Home,861386.58,4681.93,0,493,Home Loan,Active,10.65,14
2407,Education,741068.36,24905.56,1,388,Business Loan,Active,14.52,19
18098,Home,797991.44,20777.43,1,470,Personal Loan,Active,14.34,12
5733,Home,669741.55,9773.94,0,550,Home Loan,Active,10.82,3
10679,Home,936178.26,17590.01,0,637,Home Loan,Closed,13.05,11
15066,Personal,167545.69,22514.05,0,532,Business Loan,Closed,14.05,6
11013,Education,166672.43,18103.3,0,463,Business Loan,Closed,7.25,9
22347,Home,730431.2,19126.33,1,615,Education Loan,Closed,14.08,6
17294,Home,438706.82,2080.76,1,646,Home Loan,Active,9.6,5
24447,Auto,435833.02,8337.95,0,814,Personal Loan,Closed,9.86,5
3279,Home,903230.18,23148.53,0,394,Business Loan,Closed,12.14,16
10148,Auto,921605.54,23030.1,1,633,Home Loan,Active,11.01,10
9270,Personal,592574.88,3634.25,0,610,Auto Loan,Active,10.54,15
14373,Home,655922.95,22863.72,0,678,Personal Loan,Active,9.21,19
9669,Home,766067.59,8031.99,0,619,Personal Loan,Closed,10.25,5
8143,Education,962861.17,3826.16,0,410,Home Loan,Closed,8.79,12
1090,Education,583361.19,6907.39,1,648,Auto Loan,Active,9.43,6
14240,Home,752222.98,6201.03,1,709,Business Loan,Closed,7.29,11
4964,Personal,73177.67,13429.96,0,435,Education Loan,Active,12.82,11
21516,Education,115349.4,17090.83,0,507,Business Loan,Closed,12.43,10
13954,Personal,188630.74,1884.47,0,808,Personal Loan,Active,10.05,11
14966,Education,83153.28,17980.12,1,466,Auto Loan,Closed,7.31,8
1145,Auto,842358.51,18976.41,0,439,Business Loan,Active,9.19,15
11505,Home,614625.08,18246.51,1,753,Auto Loan,Active,10.38,5
24749,Education,183373.06,4759.41,0,409,Auto Loan,Active,8.56,16
11769,Auto,624935.84,13754.43,1,840,Auto Loan,Closed,11.64,11
7008,Home,852926.11,15256.58,0,362,Auto Loan,Closed,8.81,3
18873,Education,122023.93,11750.38,0,586,Auto Loan,Closed,8.53,4
21972,Auto,719496.64,11409.84,0,718,Personal Loan,Closed,9.45,15
3625,Auto,608814.22,21759.89,0,346,Personal Loan,Closed,7.05,1
6516,Personal,280184.74,8357.77,0,680,Personal Loan,Closed,10.09,4
11619,Auto,973938.76,19166.02,1,334,Personal Loan,Active,12.17,12
19569,Personal,591027.92,21075.06,0,849,Education Loan,Closed,14.55,5
16290,Personal,348991.97,19320.04,1,666,Education Loan,Active,11.52,3
9427,Auto,76720.44,17084.72,0,518,Home Loan,Active,10.1,12
