customer_id,cost_to_serve,net_margin,CustomerLifetimeValue,NetProfitMargin,RevenueGenerated
3965,1585.47,6878.33,684426.69,15.69,107386.55
3966,763.78,15919.9,832016.22,11.37,94600.24
3967,2333.6,15759.22,776155.59,7.28,56504.13
3968,2578.15,12923.7,828501.28,6.42,53189.78
3969,1009.98,13920.12,250993.58,11.46,28763.86
3970,948.14,4944.11,560931.16,9.87,55363.91
3971,534.79,14387.1,477053.83,16.66,79477.17
3972,1062.27,11353.74,313802.27,19.42,60940.4
3973,1572.81,7978.17,130275.18,12.17,15854.49
3974,1447.11,486.79,177252.48,24.33,43125.53
3975,594.69,17888.67,527138.14,13.12,69160.52
3976,972.05,36.01,890734.64,17.5,155878.56
3977,2588.36,-12.7,247482.83,6.82,16878.33
3978,2823.55,12949.01,719933.81,20.87,150250.19
3979,1163.4,15302.85,92192.16,21.49,19812.1
3980,779.48,4425.67,677869.49,14.82,100460.26
3981,2875.15,17362.5,654602.32,9.05,59241.51
3982,1492.35,6539.85,222486.45,9.69,21558.94
3983,1324.79,-399.31,109948.15,23.27,25584.93
3984,2738.13,11382.49,185915.87,6.67,12400.59
3985,588.03,15154.11,814872.19,8.61,70160.5
3986,2236.26,13646.73,421063.49,15.66,65938.54
3987,1088.3,9135.88,903860.67,8.41,76014.68
3988,2014.73,2954.69,661272.36,7.32,48405.14
3989,2582.63,12480.92,408034.66,24.88,101519.02
3990,2229.68,11162.3,732154.39,12.32,90201.42
3991,1554.67,19420.21,902506.35,17.67,159472.87
3992,682.36,19015.55,889460.14,22.32,198527.5
3993,1287.5,11204.86,650892.07,10.83,70491.61
3994,772.76,19238.17,741794.39,23.12,171502.86
3995,1816.85,13155.0,969822.75,18.03,174859.04
3996,2737.66,13094.95,928871.76,17.74,164781.85
3997,1064.52,-1918.59,681290.8,8.95,60975.53
3998,872.17,19073.13,912298.31,19.38,176803.41
3999,1449.64,18727.07,517276.77,22.83,118094.29
4000,2767.66,3259.47,692418.94,20.86,144438.59
4001,1486.59,3328.27,115493.36,16.06,18548.23
4002,2778.52,-290.98,516901.6,13.67,70660.45
4003,2644.58,8615.74,917332.23,11.59,106318.81
4004,1833.93,7248.33,749614.45,10.57,79234.25
4005,635.11,18297.88,428616.52,7.56,32403.41
4006,714.24,1489.71,210539.7,13.43,28275.48
4007,2813.56,9138.17,854739.53,21.62,184794.69
4008,1301.03,7908.51,493526.52,14.31,70623.65
4009,760.63,6085.63,736532.4,23.76,175000.1
4010,935.3,6321.92,179157.2,9.78,17521.57
4011,1196.79,-713.91,515352.22,12.47,64264.42
4012,658.92,2032.72,589492.43,14.05,82823.69
4013,2538.08,-516.46,457690.1,8.54,39086.73
4014,773.34,10881.51,466259.79,17.4,81129.2
4015,730.39,58.97,872322.02,22.54,196621.38
4016,1676.95,15371.1,894593.97,20.88,186791.22
4017,1797.88,2810.43,60785.29,24.49,14886.32
4018,536.38,2199.72,42228.04,9.57,4041.22
4019,2225.02,12058.35,695365.62,14.06,97768.41
4020,1963.62,-1887.56,854599.27,17.73,151520.45
4021,2873.59,2874.12,830845.0,22.1,183616.74
4022,1718.47,-590.92,100068.21,7.97,7975.44
4023,873.13,-330.36,730722.17,17.47,127657.16
4024,1618.94,12604.37,162189.0,12.48,20241.19
4025,2265.07,5911.01,962102.01,9.65,92842.84
4026,651.05,10531.41,504151.04,15.38,77538.43
4027,1251.25,10733.14,990901.29,14.08,139518.9
4028,2093.11,16049.21,714941.79,21.54,153998.46
4029,2483.88,-1709.61,369164.12,17.6,64972.89
4030,1082.59,18597.63,972336.42,5.32,51728.3
4031,2440.36,13892.52,400814.76,20.05,80363.36
4032,1072.89,18680.92,370950.58,9.92,36798.3
4033,1951.4,-1692.19,692119.9,7.08,49002.09
4034,866.31,415.95,105464.89,13.71,14459.24
4035,1152.17,10099.34,614799.63,18.16,111647.61
4036,2193.07,-1879.38,220040.43,13.91,30607.62
4037,2594.69,16850.83,21062.78,20.54,4326.3
4038,2319.68,1902.75,288294.89,6.05,17441.84
4039,688.22,2212.85,199443.55,14.24,28400.76
4040,2039.6,19168.1,96467.01,5.74,5537.21
4041,1135.56,-1486.42,185593.8,11.41,21176.25
4042,1987.9,19196.5,890068.54,8.72,77613.98
4043,809.19,12970.77,607405.04,17.09,103805.52
4044,2886.1,5496.01,595678.04,9.58,57065.96
4045,608.02,8392.73,568877.01,24.17,137497.57
4046,2015.37,4341.67,507032.7,16.07,81480.15
4047,949.09,251.96,75677.08,13.29,10057.48
4048,1268.31,-326.76,953094.88,9.78,93212.68
4049,2761.33,19401.08,668020.91,7.29,48698.72
4050,2897.89,2010.72,372425.98,23.24,86551.8
4051,2481.8,10960.15,857989.48,8.35,71642.12
4052,1390.78,747.91,604391.3,24.46,147834.11
4053,1816.9,19238.03,855784.05,7.39,63242.44
4054,1610.66,11568.29,270472.21,24.89,67320.53
4055,1239.57,18041.76,322441.01,13.7,44174.42
4056,2359.96,14889.59,848350.24,12.99,110200.7
4057,2927.27,10465.64,512244.38,15.61,79961.35
4058,2353.19,15624.0,213508.64,18.78,40096.92
4059,2871.27,9297.94,123677.19,13.05,16139.87
4060,1623.18,10711.01,384247.52,6.21,23861.77
4061,2119.16,10460.32,492989.99,14.53,71631.45
4062,2335.77,13061.64,161777.4,5.52,8930.11
4063,919.84,7209.69,548761.56,19.75,108380.41
4064,2730.06,16839.69,52612.74,23.75,12495.53
4065,721.51,5419.4,851533.0,8.59,73146.68
4066,1057.45,4670.03,926920.09,21.54,199658.59
4067,2925.28,1586.88,799507.65,21.12,168856.02
4068,2796.59,7563.44,926607.3,17.69,163916.83
4069,567.07,-1607.35,633577.61,19.22,121773.62
4070,2448.76,14503.74,774408.84,19.55,151396.93
4071,886.61,18775.43,632883.91,17.35,109805.36
4072,1708.41,16262.45,877504.92,12.21,107143.35
4073,1645.4,11089.56,511606.83,9.01,46095.78
4074,2936.25,17148.54,375494.71,8.68,32592.94
4075,704.6,17822.2,525033.16,11.14,58488.69
4076,2266.08,17822.56,522578.81,15.86,82881.0
4077,2988.38,6013.05,851171.06,12.5,106396.38
4078,541.05,8265.82,376457.51,9.38,35311.71
4079,2835.39,13688.83,98140.56,11.66,11443.19
4080,916.57,9355.91,806167.28,6.64,53529.51
4081,2042.35,10812.52,575254.67,9.5,54649.19
4082,1561.91,18751.52,134091.32,16.27,21816.66
4083,2811.85,8160.84,447609.19,7.42,33212.6
4084,2951.15,12221.54,478127.5,14.61,69854.43
4085,2082.18,-777.53,588755.13,15.62,91963.55
4086,1593.22,4174.43,624892.24,17.39,108668.76
4087,1306.62,12695.23,244581.74,19.59,47913.56
4088,2359.51,82.79,845041.77,21.72,183543.07
4089,1801.67,12331.66,841919.88,13.02,109617.97
4090,1152.21,13985.01,952673.5,20.9,199108.76
4091,2909.13,7266.56,942881.71,17.91,168870.11
4092,1146.96,5563.83,613344.67,7.87,48270.23
4093,1945.43,4664.89,513725.11,12.96,66578.77
4094,2734.08,4573.28,41741.13,14.86,6202.73
4095,1008.57,14694.15,835118.23,9.23,77081.41
4096,1435.21,17424.35,873098.88,8.67,75697.67
4097,1004.88,12602.21,582102.69,5.8,33761.96
4098,2485.94,16427.95,344485.48,22.8,78542.69
4099,1225.75,12804.58,262399.2,9.95,26108.72
4100,2070.33,12286.62,291694.61,14.98,43695.85
4101,993.99,19178.68,67257.87,6.93,4660.97
4102,1266.8,7128.45,639177.94,15.63,99903.51
4103,2082.55,4900.47,891638.91,21.16,188670.79
4104,2599.99,-789.89,312482.82,17.9,55934.42
4105,1435.72,19820.04,214805.75,15.93,34218.56
4106,1717.1,167.18,396167.02,18.29,72458.95
4107,1157.09,19275.05,843417.09,15.22,128368.08
4108,1140.43,11334.72,778940.53,16.91,131718.84
4109,1600.6,727.67,526014.97,6.18,32507.73
4110,1609.17,1767.88,377826.79,24.15,91245.17
4111,519.25,11647.73,281828.16,20.23,57013.84
4112,2560.85,17331.81,147781.74,18.98,28048.97
4113,1400.3,1547.36,797652.32,9.31,74261.43
4114,2592.77,653.01,726090.82,22.85,165911.75
4115,2400.43,-1008.13,459716.05,15.6,71715.7
4116,1822.02,9304.25,397802.48,21.53,85646.87
4117,2620.53,6220.96,74387.32,11.18,8316.5
4118,938.6,-443.41,417790.6,21.15,88362.71
4119,746.56,17577.25,424926.02,23.05,97945.45
4120,773.4,12229.16,996459.69,12.41,123660.65
4121,1935.4,-289.85,650486.46,18.71,121706.02
4122,2822.45,15896.61,156868.02,7.83,12282.77
4123,2350.95,18653.19,168961.49,14.89,25158.37
4124,1104.82,15871.33,719671.3,24.76,178190.61
4125,1928.22,5038.2,635959.4,15.81,100545.18
4126,2975.3,2927.12,490879.79,7.35,36079.66
4127,1416.44,13178.14,358216.98,17.86,63977.55
4128,2227.14,183.03,263333.58,6.48,17064.02
4129,879.63,13853.89,385982.33,24.39,94141.09
4130,2941.35,5309.18,539790.17,15.17,81886.17
4131,2332.69,9949.35,671174.34,20.81,139671.38
4132,2812.25,519.01,270393.01,15.1,40829.34
4133,2016.24,7391.5,914885.77,18.1,165594.32
4134,1563.01,9457.46,715660.1,12.3,88026.19
4135,2030.74,4520.08,866619.21,12.42,107634.11
4136,1146.73,-1965.2,141459.84,24.8,35082.04
4137,2237.77,5403.73,629194.51,7.55,47504.19
4138,2126.24,18480.69,735344.63,5.83,42870.59
4139,2455.23,9413.36,366984.43,8.02,29432.15
4140,1305.3,1350.5,541196.67,20.73,112190.07
4141,874.9,15008.92,125641.66,23.87,29990.66
4142,1298.06,6861.28,729857.76,24.25,176990.51
4143,709.82,7991.84,486217.8,15.34,74585.81
4144,2085.23,13944.29,931569.65,12.33,114862.54
4145,605.95,10712.35,608971.31,18.02,109736.63
4146,1618.7,15944.52,731076.5,17.3,126476.23
4147,1278.04,18508.11,491209.79,22.81,112044.95
4148,1565.04,2111.32,338253.57,16.22,54864.73
4149,1447.82,-7.63,750549.18,16.82,126242.37
4150,2610.9,64.73,491314.6,6.3,30952.82
4151,1682.15,12000.45,437940.94,7.15,31312.78
4152,1363.5,3856.06,536663.32,21.01,112752.96
4153,2492.13,12305.78,630432.12,11.28,71112.74
4154,2435.34,4840.55,44191.96,18.8,8308.09
4155,1168.17,3932.06,418104.95,15.12,63217.47
4156,2852.62,18692.26,431361.06,19.01,82001.74
4157,2458.97,-1971.52,589221.23,8.26,48669.67
4158,1271.68,4504.12,934043.87,19.24,179710.04
4159,766.77,17550.1,277978.67,10.52,29243.36
4160,1033.32,13322.98,876475.03,15.06,131997.14
4161,1157.46,15494.04,118311.26,17.71,20952.92
4162,1187.33,-1478.61,189441.23,20.95,39687.94
4163,1353.78,8848.81,424742.36,24.37,103509.71
4164,2487.27,-1464.19,613779.68,6.55,40202.57
4165,1898.03,1218.89,734496.67,23.43,172092.57
4166,534.11,-238.81,455098.27,15.58,70904.31
4167,2345.57,15017.97,893137.52,21.3,190238.29
4168,1587.55,1945.85,225491.16,6.59,14859.87
4169,950.21,-1713.95,738432.18,10.77,79529.15
4170,592.03,10392.96,282479.92,8.89,25112.46
4171,1708.39,2707.75,31630.12,5.81,1837.71
4172,1955.85,12516.22,701882.13,17.37,121916.93
4173,1016.39,1538.13,127908.27,23.66,30263.1
4174,2254.68,9179.15,802780.26,19.23,154374.64
4175,677.66,9823.75,742881.13,22.46,166851.1
4176,1713.27,5196.89,731121.08,19.33,141325.7
4177,1135.39,11962.14,630448.78,17.58,110832.9
4178,1031.16,10161.91,762530.2,5.62,42854.2
4179,1942.19,17936.02,830715.93,22.02,182923.65
4180,1220.38,19595.0,297436.32,16.58,49314.94
4181,2187.61,7840.56,102525.58,18.07,18526.37
4182,1215.94,5874.72,436145.35,9.28,40474.29
4183,886.07,9286.88,477898.22,11.87,56726.52
4184,2765.24,1863.68,420236.8,16.59,69717.29
4185,2740.33,6763.22,715220.55,15.85,113362.46
4186,1587.59,10711.28,960449.08,12.29,118039.19
4187,1404.56,10756.81,194970.13,23.12,45077.09
4188,2457.85,1669.59,446280.41,20.91,93317.23
4189,2385.81,5056.85,401916.31,15.14,60850.13
4190,763.21,3027.95,973336.87,23.45,228247.5
4191,2063.15,19901.81,138551.09,9.6,13300.9
4192,564.77,15389.44,773802.79,23.06,178438.92
4193,2250.29,17061.05,441407.32,13.85,61134.91
4194,2342.85,6818.28,492065.8,21.94,107959.24
4195,2918.15,13248.19,107852.52,15.05,16231.8
4196,1240.27,6878.31,422941.73,8.46,35780.87
4197,2062.81,18840.52,695429.8,17.82,123925.59
4198,743.35,9021.6,111349.56,16.02,17838.2
4199,2399.42,5893.69,862054.39,5.06,43619.95
4200,2067.99,3349.42,301798.34,24.79,74815.81
4201,872.73,16122.96,114146.03,6.9,7876.08
4202,2330.18,-1692.74,180176.8,21.22,38233.52
4203,2051.47,11131.42,551975.95,7.89,43550.9
4204,1238.69,15973.27,957534.08,9.66,92497.79
4205,2595.31,17358.11,966985.26,12.65,122323.64
4206,2102.38,887.33,506410.87,24.4,123564.25
4207,1738.47,-698.13,721742.86,15.31,110498.83
4208,1972.41,-971.76,854515.04,22.75,194402.17
4209,1016.18,17293.24,918075.38,21.36,196100.9
4210,2262.63,17240.8,325507.0,18.25,59405.03
4211,2828.68,14325.17,514504.83,11.86,61020.27
4212,2146.23,13166.02,919214.44,15.43,141834.79
4213,1861.84,4291.33,982920.02,23.47,230691.33
4214,722.83,8603.59,807050.25,23.51,189737.51
4215,727.2,95.48,396658.37,22.13,87780.5
4216,736.53,1684.46,772460.89,17.76,137189.05
4217,970.87,4595.86,852837.13,7.7,65668.46
4218,1222.98,14292.06,455043.83,11.87,54013.7
4219,1217.14,13640.46,511297.05,23.62,120768.36
4220,2961.97,1118.1,822234.29,13.13,107959.36
4221,596.64,19627.84,167154.62,17.8,29753.52
4222,1936.67,1467.28,770175.89,8.94,68853.72
4223,2812.37,3860.29,695985.25,23.46,163278.14
4224,2831.08,424.42,675409.02,8.62,58220.26
4225,1220.57,18606.76,671365.42,11.53,77408.43
4226,515.25,18331.66,778934.49,9.14,71194.61
4227,1780.73,14229.96,80784.92,12.93,10445.49
4228,1556.0,4357.89,422165.86,14.3,60369.72
4229,1918.76,3179.93,164823.87,6.75,11125.61
4230,853.84,13795.4,642911.13,20.47,131603.91
4231,694.02,10835.96,473716.2,9.53,45145.15
4232,602.0,3138.77,528275.14,13.22,69837.97
4233,791.39,10656.9,54702.54,9.83,5377.26
4234,803.23,7756.44,406035.55,5.94,24118.51
4235,2354.48,4883.03,199707.13,22.98,45892.7
4236,1242.25,9165.21,117171.66,13.28,15560.4
4237,2436.53,-723.73,199712.79,13.07,26102.46
4238,1201.94,1714.43,895369.59,16.58,148452.28
4239,2015.43,4344.38,611359.46,15.62,95494.35
4240,2769.69,14141.77,702529.74,20.85,146477.45
4241,1366.07,1101.93,977651.57,6.0,58659.09
4242,893.21,19676.66,620688.02,5.42,33641.29
4243,2554.99,4003.58,276607.58,11.65,32224.78
4244,1317.37,3756.42,270944.86,23.1,62588.26
4245,2082.33,3274.38,535050.96,5.77,30872.44
4246,809.59,15859.06,368246.17,5.99,22057.95
4247,1251.75,8405.87,920199.33,7.19,66162.33
4248,1779.23,7714.99,465436.53,7.98,37141.84
4249,1310.87,14625.48,798525.95,23.8,190049.18
4250,2078.15,-371.66,790174.6,21.19,167438.0
4251,796.0,4981.8,628892.68,15.31,96283.47
4252,1451.19,15007.61,782366.7,16.12,126117.51
4253,2853.91,2270.08,825334.87,14.87,122727.3
4254,2046.61,8273.23,345965.57,18.63,64453.39
4255,657.42,311.85,484593.73,12.41,60138.08
4256,1593.05,-1683.04,947499.1,20.74,196511.31
4257,966.87,14044.61,268434.73,11.53,30950.52
4258,1909.63,13802.43,808407.84,13.34,107841.61
4259,1084.72,9327.9,54891.28,10.4,5708.69
4260,2743.29,14166.74,925480.83,14.52,134379.82
4261,2109.68,918.55,848028.86,10.68,90569.48
4262,1003.13,10512.53,170991.42,10.0,17099.14
4263,1774.64,11240.63,461341.92,10.61,48948.38
4264,1137.05,12470.43,618451.45,15.25,94313.85
4265,2839.0,4840.02,465045.29,21.67,100775.31
4266,1160.34,17901.48,75758.99,21.49,16280.61
4267,2047.22,-1464.21,383763.21,11.17,42866.35
4268,1466.77,6923.44,988020.38,16.22,160256.91
4269,1323.27,12480.2,525388.53,6.84,35936.58
4270,1197.87,585.2,177050.12,19.71,34896.58
4271,1392.49,13718.81,906459.95,17.47,158358.55
4272,1869.43,18144.65,759334.86,16.18,122860.38
4273,1381.84,16028.21,821873.31,9.02,74132.97
4274,1394.54,8918.03,591109.79,13.53,79977.15
4275,791.6,8346.45,482830.95,14.69,70927.87
4276,2621.31,8584.73,208468.56,16.58,34564.09
4277,1377.77,16916.85,575973.93,15.37,88527.19
4278,2856.74,15093.92,443974.03,19.18,85154.22
4279,2237.92,8627.56,118091.51,19.39,22897.94
4280,1785.59,11486.63,846857.29,15.68,132787.22
4281,899.6,2165.03,152810.1,21.82,33343.16
4282,599.28,-758.4,984882.53,8.79,86571.17
4283,2591.14,8428.37,398269.39,13.65,54363.77
4284,2800.4,-998.0,837283.43,7.86,65810.48
4285,835.6,14878.04,210352.45,19.3,40598.02
4286,1097.12,13805.33,707203.21,7.31,51696.55
4287,2434.11,10385.34,364523.74,10.75,39186.3
4288,1117.68,-1542.65,497758.85,16.53,82279.54
4289,2264.1,6212.33,428392.56,21.4,91676.01
4290,1486.62,-861.28,761384.43,9.84,74920.23
4291,1991.87,955.65,405390.48,14.25,57768.14
4292,2866.41,13670.82,599425.62,5.05,30270.99
4293,2637.11,2373.64,900247.48,20.75,186801.35
4294,2512.53,2317.44,906008.93,13.73,124395.03
4295,1858.15,5678.06,831101.54,22.54,187330.29
4296,1763.24,14215.47,921932.66,15.94,146956.07
4297,1846.9,19737.41,565983.73,16.26,92028.95
4298,2543.45,266.64,712393.5,8.22,58558.75
4299,1592.8,5698.65,463638.36,12.0,55636.6
4300,1892.02,11059.17,62197.27,24.75,15393.82
4301,2781.44,17980.96,333089.94,14.04,46765.83
4302,1234.31,17062.02,161553.11,11.35,18336.28
4303,2481.9,2937.42,827143.61,7.84,64848.06
4304,1043.47,4779.65,187810.86,9.02,16940.54
4305,1700.7,11927.17,611031.36,22.7,138704.12
4306,2028.56,-553.02,120565.81,5.88,7089.27
4307,2807.84,2306.07,178389.35,9.44,16839.95
4308,2631.04,13128.35,565329.41,16.65,94127.35
4309,2460.37,7064.92,488997.75,13.39,65476.8
4310,2817.43,16450.32,150415.3,9.94,14951.28
4311,1247.13,9251.27,933065.75,20.53,191558.4
4312,1674.74,8246.92,382482.24,17.54,67087.38
4313,673.04,5584.88,228585.54,9.55,21829.92
4314,1909.02,4236.38,181153.22,10.39,18821.82
4315,975.84,19138.17,894854.81,5.86,52438.49
4316,1774.98,4872.36,771539.13,8.06,62186.05
4317,2445.16,6677.83,791811.98,17.67,139913.18
4318,2330.44,15055.61,733989.27,9.71,71270.36
4319,1175.64,105.89,397809.58,15.82,62933.48
4320,2037.78,10190.08,257584.62,16.41,42269.64
4321,1644.63,12404.5,843580.62,21.11,178079.87
4322,2082.69,687.52,342447.78,23.27,79687.6
4323,1991.26,2987.12,36497.58,6.07,2215.4
4324,1537.51,4515.57,286250.56,11.55,33061.94
4325,989.92,12637.34,915151.14,18.36,168021.75
4326,2097.89,5477.36,860896.45,24.34,209542.2
4327,2939.87,15701.51,845325.86,24.12,203892.6
4328,2784.25,15104.92,376123.83,22.46,84477.41
4329,2386.56,3380.77,441856.74,17.56,77590.04
4330,1916.86,19996.6,332661.01,10.46,34796.34
4331,2251.86,1764.31,554253.32,19.49,108023.97
4332,555.44,10580.91,426010.24,16.36,69695.28
4333,1943.32,18729.05,934264.95,11.64,108748.44
4334,2274.14,7324.11,609727.54,18.24,111214.3
4335,745.84,-1318.48,25692.44,13.75,3532.71
4336,1702.6,3269.98,423953.06,24.79,105097.96
4337,1519.48,14576.91,93400.43,14.89,13907.32
4338,951.47,2563.85,460955.75,13.0,59924.25
4339,1002.69,16605.93,783123.24,24.92,195154.31
4340,1526.21,15838.06,708897.46,9.6,68054.16
4341,2132.61,6030.46,805352.13,24.66,198599.84
4342,1563.37,2653.06,726308.59,22.45,163056.28
4343,1052.7,7417.6,244831.96,21.29,52124.72
4344,1871.33,11282.48,276028.94,18.85,52031.46
4345,2587.12,18326.26,315157.21,5.55,17491.23
4346,2755.28,11976.46,850028.87,20.43,173660.9
4347,2472.42,19686.07,76410.1,6.31,4821.48
4348,2816.49,12316.13,44356.19,11.84,5251.77
4349,1084.83,10657.95,991449.77,16.45,163093.49
4350,2283.11,3270.04,990426.76,18.92,187388.74
4351,2144.77,14684.69,699430.36,14.11,98689.62
4352,2198.28,19311.68,538287.44,6.26,33696.79
4353,626.58,3961.14,141606.18,23.35,33065.04
4354,603.81,5575.09,838436.2,15.91,133395.2
4355,933.27,8814.45,676694.66,5.59,37827.23
4356,1022.9,12917.65,276826.17,18.47,51129.79
4357,2401.08,10096.6,140818.76,9.97,14039.63
4358,1965.77,-877.87,399668.03,14.5,57951.86
4359,2783.89,16005.46,540615.32,15.6,84335.99
4360,1482.02,13746.43,370678.81,21.87,81067.46
4361,1113.26,9238.51,844796.14,11.0,92927.58
4362,518.14,10168.59,849892.78,18.55,157655.11
4363,2806.3,7674.32,788706.99,5.32,41959.21
4364,710.77,8766.1,129380.25,9.85,12743.95
4365,2035.13,16505.13,411732.54,19.29,79423.21
4366,1357.34,11817.51,237133.45,7.93,18804.68
4367,2986.13,2445.96,62067.75,16.3,10117.04
4368,502.64,2362.09,879843.71,22.07,194181.51
4369,1382.65,17127.89,702704.98,10.13,71184.01
4370,1711.45,-115.78,418272.5,17.23,72068.35
4371,1471.06,15516.77,82037.19,9.08,7448.98
4372,2448.3,13039.0,455965.59,15.18,69215.58
4373,1746.59,2557.68,521644.39,17.52,91392.1
4374,2514.22,3608.26,779864.84,20.75,161821.95
4375,1276.99,18676.52,248900.91,22.02,54807.98
4376,2517.21,17810.14,284414.89,10.32,29351.62
4377,1367.59,5015.46,637588.46,6.03,38446.58
4378,2698.42,7788.26,659312.76,11.71,77205.52
4379,787.22,14848.67,138923.58,13.71,19046.42
4380,1384.62,4074.85,983814.25,23.76,233754.27
4381,1847.87,18964.31,244750.33,20.3,49684.32
4382,2750.57,-510.43,681413.2,13.29,90559.81
4383,2113.48,13297.61,889335.19,15.48,137669.09
4384,824.0,13717.61,430858.68,6.1,26282.38
4385,1356.07,14681.53,181404.45,19.04,34539.41
4386,2804.06,15903.03,731089.82,9.96,72816.55
4387,2708.91,3647.97,154748.91,7.14,11049.07
4388,689.22,9220.85,836040.64,17.08,142795.74
4389,570.61,10063.41,843437.25,15.49,130648.43
4390,1937.22,10627.41,535576.65,19.68,105401.48
4391,2751.83,9314.86,146492.12,23.44,34337.75
4392,2277.38,4191.75,486103.98,24.18,117539.94
4393,2617.08,4738.34,99768.5,8.35,8330.67
4394,1481.55,17841.77,823777.31,20.15,165991.13
4395,689.52,19547.24,279864.81,12.83,35906.66
4396,1515.85,9489.68,643796.3,7.39,47576.55
4397,1483.08,8663.51,652835.99,6.88,44915.12
4398,2885.89,3806.19,835641.37,12.34,103118.15
4399,1958.18,2673.36,778081.03,9.43,73373.04
4400,2105.61,17127.28,122491.11,20.68,25331.16
4401,1566.43,15746.68,279306.01,23.24,64910.72
4402,2164.43,4185.54,774660.74,5.65,43768.33
4403,1652.43,14629.35,693746.05,12.17,84428.89
4404,2424.91,2357.6,919563.0,16.97,156049.84
4405,630.47,17105.95,246979.93,13.11,32379.07
4406,1960.8,5121.57,376465.52,16.81,63283.85
4407,1751.28,2862.51,174413.84,6.39,11145.04
4408,2782.45,18828.29,952233.33,6.13,58371.9
4409,1120.55,14140.11,923113.86,11.72,108188.94
4410,656.22,15277.69,302582.6,6.36,19244.25
4411,1764.08,4976.9,968884.04,7.38,71503.64
4412,1475.8,-202.01,625183.73,13.06,81649.0
4413,2908.29,16010.98,602924.01,22.38,134934.39
4414,1616.0,1642.73,983716.1,14.27,140376.29
4415,1391.31,18625.08,344243.52,19.98,68779.86
4416,2484.41,5416.4,853647.08,13.34,113876.52
4417,965.41,-1236.95,723851.74,20.35,147303.83
4418,1947.72,7832.87,731279.82,23.41,171192.61
4419,709.84,-1258.38,566639.2,24.08,136446.72
4420,616.07,3061.78,139164.23,10.92,15196.73
4421,1809.54,4458.25,182815.89,6.16,11261.46
4422,2197.22,16732.17,148443.48,7.64,11341.08
4423,975.06,14624.74,883861.86,17.31,152996.49
4424,2194.24,9461.4,770219.14,10.72,82567.49
4425,2029.98,-369.18,521711.59,19.61,102307.64
4426,1600.75,16887.97,113288.49,6.78,7680.96
4427,625.0,14284.11,84844.4,10.89,9239.56
4428,1412.62,14148.15,429880.85,19.25,82752.06
4429,943.64,9526.17,229561.04,15.3,35122.84
4430,2455.09,17629.22,146850.18,5.75,8443.89
4431,737.96,13346.21,86764.74,9.76,8468.24
4432,2783.77,7170.74,446714.03,16.76,74869.27
4433,1915.83,6698.16,563621.5,22.61,127434.82
4434,2088.6,9251.08,617472.5,21.67,133806.29
4435,1901.09,17316.25,420836.56,16.89,71079.29
4436,2480.37,8858.11,323939.57,12.88,41723.42
4437,1930.25,12069.3,386658.82,19.1,73851.83
4438,2387.08,4962.53,152505.46,14.23,21701.53
4439,564.36,11212.09,65859.67,16.43,10820.74
4440,2083.49,10619.67,869538.34,12.81,111387.86
4441,1213.44,815.68,988526.99,24.0,237246.48
4442,2832.46,-727.18,558636.77,7.21,40277.71
4443,2537.93,7215.15,738059.87,9.19,67827.7
4444,1252.71,19306.33,246134.36,11.9,29289.99
4445,1509.69,3693.29,902965.49,15.48,139779.06
4446,1433.45,18612.16,461002.53,6.47,29826.86
4447,1647.15,31.96,988857.89,13.83,136759.05
4448,1455.99,7001.29,831999.7,9.98,83033.57
4449,1412.73,7289.92,374029.75,22.65,84717.74
4450,766.69,6178.5,507597.42,16.9,85783.96
4451,1998.96,-1751.67,462548.43,5.31,24561.32
4452,1919.8,17888.38,164469.11,15.36,25262.46
4453,2801.41,-1366.19,96898.87,10.42,10096.86
4454,2802.64,15322.64,824752.35,24.47,201816.9
4455,1371.83,12625.85,123080.7,18.52,22794.55
4456,640.99,-886.05,202623.7,24.58,49804.91
4457,2248.25,7732.63,915643.83,9.32,85338.0
4458,2271.06,11898.26,572260.86,20.26,115940.05
4459,2712.43,17088.59,891233.41,16.37,145894.91
4460,1586.76,16981.54,385939.75,15.3,59048.78
4461,1467.19,13170.95,853728.5,7.0,59761.0
4462,1841.88,9592.91,962031.14,6.6,63494.06
4463,1450.32,-475.45,17895.36,21.09,3774.13
4464,1038.74,841.82,915391.39,5.56,50895.76
4465,1895.38,-79.95,534009.53,8.75,46725.83
4466,548.29,12094.73,200524.05,23.68,47484.1
4467,2031.27,15669.13,37091.34,21.36,7922.71
4468,2431.55,18545.72,690575.19,19.76,136457.66
4469,1013.01,16697.77,746955.56,8.8,65732.09
4470,1992.42,5818.87,308652.56,21.72,67039.34
4471,2334.26,-190.81,552343.97,8.17,45126.5
4472,1430.85,12226.18,81351.11,22.09,17970.46
4473,2889.38,4918.22,910019.88,17.21,156614.42
4474,2097.48,19669.31,565188.49,16.83,95121.22
4475,1020.91,5681.28,708522.04,5.13,36347.18
4476,2678.88,12621.78,659685.63,23.1,152387.38
4477,1248.28,7699.37,359118.34,11.93,42842.82
4478,1647.14,11675.54,367714.06,21.96,80750.01
4479,507.03,7554.07,786064.45,21.37,167981.97
4480,2575.91,10141.83,992444.92,11.54,114528.14
4481,1800.85,1299.04,187832.08,15.66,29414.5
4482,874.98,5707.73,994995.95,7.73,76913.19
4483,1854.27,4221.71,722705.32,7.4,53480.19
4484,1621.63,14646.92,104738.86,15.58,16318.31
